C,H,O,N,C13,S,P,El_comp,Class,DBE,DBEO,AI,AImod,O_C,H_C,N_C,P_C,N_P,P_N,NOSC,GFE,PI,nkm,KD-CH2,KD-CO2,KD-H2,KD-O2,KD-H2O,KD-CHO,molecular formula,outline,specifics,MSCC
21,21,12,1,0,0,0,CHON,Lignin,12.0,0.0,0.0,0.35714,0.57143,1.0,0.04762,0.0,inf,0.0,0.28571,52.15714,0.61905,479.0,0.17546,0.47062,3.36207,0.51219,0.07861,0.31451,C21H21O12N,PUCs,Lignin-like,Not Matched
21,22,12,0,1,0,0,CHO,Lignin,11.0,-1.0,0.0,0.33333,0.57143,1.04762,0.0,0.0,0.0,0.0,0.09524,57.58571,0.57143,467.0,0.16066,0.46925,3.26751,0.50978,0.08705,0.31705,C(13)21H22O12,PUCs,Lignin-like,POCs
22,25,11,1,0,0,0,CHON,Lignin,11.0,0.0,0.0,0.29032,0.5,1.13636,0.04545,0.0,inf,0.0,0.0,60.3,0.54545,479.0,0.1337,0.51243,3.32059,0.55401,0.12038,0.35631,C22H25O11N,PUCs,Lignin-like,Not Matched
22,26,11,0,1,0,0,CHO,Lignin,10.0,-1.0,0.0,0.27273,0.5,1.18182,0.0,0.0,0.0,0.0,-0.18182,65.48182,0.5,467.0,0.11891,0.51106,3.22603,0.55159,0.12882,0.35884,C(13)22H26O11,PUCs,Lignin-like,POCs
23,30,10,0,1,0,0,CHO,Lignin,9.0,-1.0,0.0,0.22222,0.43478,1.30435,0.0,0.0,0.0,0.0,-0.43478,72.6913,0.43478,467.0,0.07715,0.55287,3.18456,0.59341,0.1706,0.40064,C(13)23H30O10,PUCs,Lignin-like,POCs
24,34,9,0,1,0,0,CHO,Lignin,8.0,-1.0,0.0,0.17949,0.375,1.41667,0.0,0.0,0.0,0.0,-0.66667,79.3,0.375,468.0,1.0354,0.40532,4.14308,0.36478,0.78763,0.55757,C(13)24H34O9,PUCs,Lignin-like,Lipid
20,16,14,0,0,0,0,CHO,Tannin,13.0,-1.0,0.0,0.46154,0.7,0.8,0.0,0.0,0.0,0.0,0.6,43.2,0.7,480.0,0.23351,0.41384,3.42639,0.45549,0.02105,0.25742,C20H16O14,PUCs,Tannin-like,POCs
17,21,14,0,0,0,1,CHOP,Tannin,8.0,-6.0,0.0,0.0,0.82353,1.23529,0.0,0.05882,0.0,inf,0.11765,56.94706,0.82353,480.0,0.24949,0.39784,3.44226,0.43949,0.00506,0.24143,C17H21O14P,PUCs,Tannin-like,POCs
21,20,11,0,0,1,0,CHOS,Lignin,12.0,1.0,0.0,0.37931,0.52381,0.95238,0.0,0.0,0.0,0.0,0.19048,54.87143,0.52381,480.0,0.13083,0.51666,3.32439,0.55833,0.12379,0.36021,C21H20O11S,PUCs,Lignin-like,POCs
21,21,11,0,0,0,1,CHOP,Lignin,12.0,1.0,0.0,0.37931,0.52381,1.0,0.0,0.04762,0.0,inf,-0.19048,65.72857,0.52381,480.0,0.20814,0.43925,3.40119,0.4809,0.04644,0.28282,C21H21O11P,PUCs,Lignin-like,POCs
21,20,13,0,0,0,0,CHO,Lignin,12.0,-1.0,0.0,0.37931,0.61905,0.95238,0.0,0.0,0.0,0.0,0.28571,52.15714,0.61905,480.0,0.19176,0.45565,3.38491,0.49731,0.06283,0.29922,C21H20O13,PUCs,Lignin-like,POCs
18,25,13,0,0,0,1,CHOP,Tannin,7.0,-6.0,0.0,0.0,0.72222,1.38889,0.0,0.05556,0.0,inf,-0.22222,66.63333,0.72222,480.0,0.20774,0.43965,3.40079,0.4813,0.04684,0.28322,C18H25O13P,PUCs,Tannin-like,Not Matched
22,24,10,0,0,1,0,CHOS,Lignin,11.0,1.0,0.0,0.3125,0.45455,1.09091,0.0,0.0,0.0,0.0,-0.09091,62.89091,0.45455,480.0,0.08907,0.55847,3.28291,0.60014,0.16557,0.40201,C22H24O10S,PUCs,Lignin-like,POCs
22,25,10,0,0,0,1,CHOP,Lignin,11.0,1.0,0.0,0.3125,0.45455,1.13636,0.0,0.04545,0.0,inf,-0.45455,73.25455,0.45455,480.0,0.16639,0.48106,3.35971,0.52272,0.08821,0.32462,C22H25O10P,PUCs,Lignin-like,POCs
22,24,12,0,0,0,0,CHO,Lignin,11.0,-1.0,0.0,0.3125,0.54545,1.09091,0.0,0.0,0.0,0.0,0.0,60.3,0.54545,480.0,0.15,0.49746,3.34344,0.53912,0.10461,0.34102,C22H24O12,PUCs,Lignin-like,POCs
19,29,12,0,0,0,1,CHOP,AminoSugar,6.0,-6.0,0.0,0.0,0.63158,1.52632,0.0,0.05263,0.0,inf,-0.52632,75.3,0.63158,480.0,0.16599,0.48146,3.35931,0.52312,0.08861,0.32502,C19H29O12P,UAAs,Aliphatic-like,Not Matched
23,29,9,0,0,0,1,CHOP,Lignin,10.0,1.0,0.0,0.25714,0.3913,1.26087,0.0,0.04348,0.0,inf,-0.69565,80.12609,0.3913,480.0,0.12463,0.52287,3.31823,0.56453,0.12999,0.36641,C23H29O9P,PUCs,Lignin-like,POCs
23,28,11,0,0,0,0,CHO,Lignin,10.0,-1.0,0.0,0.25714,0.47826,1.21739,0.0,0.0,0.0,0.0,-0.26087,67.73478,0.47826,480.0,0.10825,0.53927,3.30196,0.58093,0.14638,0.38281,C23H28O11,PUCs,Lignin-like,POCs
20,33,11,0,0,0,1,CHOP,AminoSugar,5.0,-6.0,0.0,0.0,0.55,1.65,0.0,0.05,0.0,inf,-0.8,83.1,0.55,480.0,0.12423,0.52327,3.31784,0.56493,0.13039,0.36681,C20H33O11P,UAAs,Aliphatic-like,Lipid
24,33,8,0,0,0,1,CHOP,Lignin,9.0,1.0,0.0,0.21053,0.33333,1.375,0.0,0.04167,0.0,inf,-0.91667,86.425,0.33333,480.0,0.08288,0.56468,3.27676,0.60634,0.17177,0.40821,C24H33O8P,PUCs,Lignin-like,Lipid
24,32,10,0,0,0,0,CHO,Lignin,9.0,-1.0,0.0,0.21053,0.41667,1.33333,0.0,0.0,0.0,0.0,-0.5,74.55,0.41667,480.0,0.0665,0.58108,3.26049,0.62275,0.18816,0.42461,C24H32O10,PUCs,Lignin-like,Lipid
25,36,9,0,0,0,0,CHO,Lignin,8.0,-1.0,0.0,0.17073,0.36,1.44,0.0,0.0,0.0,0.0,-0.72,80.82,0.36,480.0,0.02474,0.62289,3.21901,0.66456,0.22993,0.4664,C25H36O9,PUCs,Lignin-like,Lipid
19,16,14,0,1,0,0,CHO,Tannin,12.0,-2.0,0.0,0.41667,0.73684,0.84211,0.0,0.0,0.0,0.0,0.63158,42.3,0.73684,469.0,0.23082,0.4017,3.35051,0.44239,0.01791,0.24886,C(13)19H16O14,PUCs,Tannin-like,POCs
20,21,11,0,1,0,1,CHOP,Lignin,11.0,0.0,0.0,0.33333,0.55,1.05,0.0,0.05,0.0,inf,-0.2,66.0,0.55,469.0,0.20545,0.4271,3.3253,0.4678,0.0433,0.27426,C(13)20H21O11P,PUCs,Lignin-like,POCs
20,20,13,0,1,0,0,CHO,Lignin,11.0,-2.0,0.0,0.33333,0.65,1.0,0.0,0.0,0.0,0.0,0.3,51.75,0.65,469.0,0.18906,0.44351,3.30903,0.48421,0.05969,0.29066,C(13)20H20O13,PUCs,Lignin-like,POCs
21,25,10,0,1,0,1,CHOP,Lignin,10.0,0.0,0.0,0.26667,0.47619,1.19048,0.0,0.04762,0.0,inf,-0.47619,73.87143,0.47619,469.0,0.16369,0.46891,3.28383,0.50962,0.08507,0.31606,C(13)21H25O10P,PUCs,Lignin-like,POCs
21,24,12,0,1,0,0,CHO,Lignin,10.0,-2.0,0.0,0.26667,0.57143,1.14286,0.0,0.0,0.0,0.0,0.0,60.3,0.57143,469.0,0.14731,0.48532,3.26756,0.52602,0.10146,0.33246,C(13)21H24O12,PUCs,Lignin-like,POCs
22,29,9,0,1,0,1,CHOP,Lignin,9.0,0.0,0.0,0.21212,0.40909,1.31818,0.0,0.04545,0.0,inf,-0.72727,81.02727,0.40909,469.0,0.12194,0.51072,3.24235,0.55143,0.12685,0.35785,C(13)22H29O9P,PUCs,Lignin-like,POCs
22,28,11,0,1,0,0,CHO,Lignin,9.0,-2.0,0.0,0.21212,0.5,1.27273,0.0,0.0,0.0,0.0,-0.27273,68.07273,0.5,469.0,0.10556,0.52712,3.22608,0.56783,0.14324,0.37425,C(13)22H28O11,PUCs,Lignin-like,POCs
23,33,8,0,1,0,1,CHOP,Lignin,8.0,0.0,0.0,0.16667,0.34783,1.43478,0.0,0.04348,0.0,inf,-0.95652,87.56087,0.34783,469.0,0.08019,0.55253,3.20088,0.59324,0.16862,0.39965,C(13)23H33O8P,PUCs,Lignin-like,Lipid
23,32,10,0,1,0,0,CHO,Lignin,8.0,-2.0,0.0,0.16667,0.43478,1.3913,0.0,0.0,0.0,0.0,-0.52174,75.16957,0.43478,470.0,1.0638,0.43107,4.18461,0.39035,0.81499,0.58395,C(13)23H32O10,PUCs,Lignin-like,Lipid
17,8,11,0,0,1,2,CHOSP,ConHC,15.0,4.0,0.33333,0.76471,0.64706,0.47059,0.0,0.11765,0.0,inf,0.35294,50.24118,0.64706,482.0,0.31725,0.33268,3.52288,0.3745,0.06167,0.17564,C17H8O11SP2,PAs,Cond. aromatic-like,POCs
19,14,15,0,0,0,0,CHO,ConHC,13.0,-2.0,0.0,0.47826,0.78947,0.73684,0.0,0.0,0.0,0.0,0.84211,36.3,0.78947,482.0,0.26191,0.3881,3.46791,0.42992,0.0063,0.23104,C19H14O15,PUCs,Tannin-like,POCs
23,14,12,0,0,0,0,CHO,ConHC,17.0,5.0,0.45455,0.64706,0.52174,0.6087,0.0,0.0,0.0,0.0,0.43478,47.9087,0.52174,482.0,0.22056,0.42951,3.42684,0.47134,0.03507,0.27243,C23H14O12,PPAs,Polyphenol-like,POCs
31,14,4,0,0,1,0,CHOS,ConHC,25.0,21.0,0.76923,0.78571,0.12903,0.45161,0.0,0.0,0.0,0.0,-0.12903,63.97742,0.12903,482.0,0.07692,0.57334,3.28415,0.61518,0.17879,0.41622,C31H14O4S,PAs,Cond. aromatic-like,POCs
20,18,14,0,0,0,0,CHO,Tannin,12.0,-2.0,0.0,0.38462,0.7,0.9,0.0,0.0,0.0,0.0,0.5,46.05,0.7,482.0,0.22016,0.42991,3.42644,0.47174,0.03547,0.27283,C20H18O14,PUCs,Tannin-like,POCs
24,18,11,0,0,0,0,CHO,ConHC,16.0,5.0,0.38462,0.56757,0.45833,0.75,0.0,0.0,0.0,0.0,0.16667,55.55,0.45833,482.0,0.17881,0.47132,3.38536,0.51315,0.07685,0.31423,C24H18O11,PPAs,Polyphenol-like,POCs
21,23,11,0,0,0,1,CHOP,Lignin,11.0,0.0,0.0,0.31034,0.52381,1.09524,0.0,0.04762,0.0,inf,-0.28571,68.44286,0.52381,482.0,0.19479,0.45531,3.40124,0.49714,0.06086,0.29823,C21H23O11P,PUCs,Lignin-like,POCs
21,22,13,0,0,0,0,CHO,Lignin,11.0,-2.0,0.0,0.31034,0.61905,1.04762,0.0,0.0,0.0,0.0,0.19048,54.87143,0.61905,482.0,0.17841,0.47172,3.38496,0.51355,0.07725,0.31463,C21H22O13,PUCs,Lignin-like,POCs
25,22,10,0,0,0,0,CHO,Lignin,15.0,5.0,0.33333,0.5,0.4,0.88,0.0,0.0,0.0,0.0,-0.08,62.58,0.4,482.0,0.13705,0.51313,3.34388,0.55496,0.11862,0.35603,C25H22O10,PPAs,Polyphenol-like,POCs
22,27,10,0,0,0,1,CHOP,Lignin,10.0,0.0,0.0,0.25,0.45455,1.22727,0.0,0.04545,0.0,inf,-0.54545,75.84545,0.45455,482.0,0.15304,0.49712,3.35976,0.53896,0.10263,0.34003,C22H27O10P,PUCs,Lignin-like,POCs
22,26,12,0,0,0,0,CHO,Lignin,10.0,-2.0,0.0,0.25,0.54545,1.18182,0.0,0.0,0.0,0.0,-0.09091,62.89091,0.54545,482.0,0.13665,0.51353,3.34349,0.55536,0.11902,0.35643,C22H26O12,PUCs,Lignin-like,POCs
26,26,9,0,0,0,0,CHO,Lignin,14.0,5.0,0.29412,0.44186,0.34615,1.0,0.0,0.0,0.0,0.0,-0.30769,69.06923,0.34615,482.0,0.0953,0.55494,3.30241,0.59678,0.1604,0.39782,C26H26O9,PUCs,Lignin-like,POCs
23,31,9,0,0,0,1,CHOP,Lignin,9.0,0.0,0.0,0.2,0.3913,1.34783,0.0,0.04348,0.0,inf,-0.78261,82.60435,0.3913,482.0,0.11128,0.53893,3.31828,0.58077,0.14441,0.38182,C23H31O9P,PUCs,Lignin-like,Lipid
23,30,11,0,0,0,0,CHO,Lignin,9.0,-2.0,0.0,0.2,0.47826,1.30435,0.0,0.0,0.0,0.0,-0.34783,70.21304,0.47826,482.0,0.0949,0.55534,3.30201,0.59718,0.1608,0.39822,C23H30O11,PUCs,Lignin-like,POCs
24,35,8,0,0,0,1,CHOP,Lignin,8.0,0.0,0.0,0.15789,0.33333,1.45833,0.0,0.04167,0.0,inf,-1.0,88.8,0.33333,482.0,0.06953,0.58074,3.27681,0.62258,0.18618,0.42362,C24H35O8P,PUCs,Lignin-like,Lipid
24,34,10,0,0,0,0,CHO,Lignin,8.0,-2.0,0.0,0.15789,0.41667,1.41667,0.0,0.0,0.0,0.0,-0.58333,76.925,0.41667,482.0,0.05315,0.59715,3.26054,0.63899,0.20257,0.44002,C24H34O10,PUCs,Lignin-like,Lipid
25,39,7,0,0,0,1,CHOP,Lipid,7.0,0.0,0.0,0.12195,0.28,1.56,0.0,0.04,0.0,inf,-1.2,94.5,0.28,482.0,0.02778,0.62255,3.23533,0.6644,0.22796,0.46542,C25H39O7P,UAAs,Aliphatic-like,Lipid
25,38,9,0,0,0,0,CHO,Protein,7.0,-2.0,0.0,0.12195,0.36,1.52,0.0,0.0,0.0,0.0,-0.8,83.1,0.36,482.0,0.01139,0.63896,3.21906,0.6808,0.24435,0.48181,C25H38O9,UAAs,Aliphatic-like,Lipid
30,14,4,0,1,1,0,CHOS,ConHC,24.0,20.0,0.76,0.77778,0.13333,0.46667,0.0,0.0,0.0,0.0,-0.13333,64.1,0.13333,471.0,0.07423,0.56119,3.20827,0.60208,0.17565,0.40766,C(13)30H14O4S,PAs,Cond. aromatic-like,POCs
19,18,14,0,1,0,0,CHO,Tannin,11.0,-3.0,0.0,0.33333,0.73684,0.94737,0.0,0.0,0.0,0.0,0.52632,45.3,0.73684,471.0,0.21747,0.41776,3.35056,0.45864,0.03233,0.26427,C(13)19H18O14,PUCs,Tannin-like,POCs
20,23,11,0,1,0,1,CHOP,Lignin,10.0,-1.0,0.0,0.25926,0.55,1.15,0.0,0.05,0.0,inf,-0.3,68.85,0.55,471.0,0.1921,0.44317,3.32535,0.48404,0.05772,0.28967,C(13)20H23O11P,PUCs,Lignin-like,POCs
20,22,13,0,1,0,0,CHO,Lignin,10.0,-3.0,0.0,0.25926,0.65,1.1,0.0,0.0,0.0,0.0,0.2,54.6,0.65,471.0,0.17571,0.45957,3.30908,0.50045,0.07411,0.30607,C(13)20H22O13,PUCs,Lignin-like,POCs
21,27,10,0,1,0,1,CHOP,Lignin,9.0,-1.0,0.0,0.2,0.47619,1.28571,0.0,0.04762,0.0,inf,-0.57143,76.58571,0.47619,471.0,0.15034,0.48498,3.28388,0.52586,0.09949,0.33147,C(13)21H27O10P,PUCs,Lignin-like,POCs
21,26,12,0,1,0,0,CHO,Lignin,9.0,-3.0,0.0,0.2,0.57143,1.2381,0.0,0.0,0.0,0.0,-0.09524,63.01429,0.57143,471.0,0.13396,0.50138,3.26761,0.54226,0.11588,0.34787,C(13)21H26O12,PUCs,Lignin-like,POCs
26,31,2,1,0,1,2,CHONSP,UnsatHC,13.0,11.0,0.35,0.38095,0.07692,1.19231,0.03846,0.07692,0.5,2.0,-1.23077,95.37692,0.11538,484.0,1.03748,0.38582,4.25163,0.34389,0.78122,0.54328,C26H31O2NSP2,PUCs,H. unsat. phenolic-like,POCs
22,31,9,0,1,0,1,CHOP,Lignin,8.0,-1.0,0.0,0.15152,0.40909,1.40909,0.0,0.04545,0.0,inf,-0.81818,83.61818,0.40909,471.0,0.10859,0.52679,3.2424,0.56767,0.14127,0.37326,C(13)22H31O9P,PUCs,Lignin-like,Lipid
22,30,11,0,1,0,0,CHO,Lignin,8.0,-3.0,0.0,0.15152,0.5,1.36364,0.0,0.0,0.0,0.0,-0.36364,70.66364,0.5,471.0,0.09221,0.54319,3.22613,0.58408,0.15766,0.38966,C(13)22H30O11,PUCs,Lignin-like,Lipid
23,35,8,0,1,0,1,CHOP,Lignin,7.0,-1.0,0.0,0.11111,0.34783,1.52174,0.0,0.04348,0.0,inf,-1.04348,90.03913,0.34783,472.0,1.06684,0.4314,4.20093,0.39052,0.81696,0.58494,C(13)23H35O8P,UAAs,Aliphatic-like,Lipid
23,34,10,0,1,0,0,CHO,Lignin,7.0,-3.0,0.0,0.11111,0.43478,1.47826,0.0,0.0,0.0,0.0,-0.6087,77.64783,0.43478,472.0,1.05045,0.415,4.18466,0.37411,0.80057,0.56854,C(13)23H34O10,PUCs,Lignin-like,Lipid
22,12,13,0,0,0,0,CHO,ConHC,17.0,4.0,0.44444,0.67742,0.59091,0.54545,0.0,0.0,0.0,0.0,0.63636,42.16364,0.59091,484.0,0.24896,0.40376,3.46836,0.44576,0.00771,0.24605,C22H12O13,PAs,Cond. aromatic-like,POCs
19,16,15,0,0,0,0,CHO,Tannin,12.0,-3.0,0.0,0.3913,0.78947,0.84211,0.0,0.0,0.0,0.0,0.73684,39.3,0.78947,484.0,0.24856,0.40416,3.46796,0.44616,0.00811,0.24645,C19H16O15,PUCs,Tannin-like,POCs
23,16,12,0,0,0,0,CHO,ConHC,16.0,4.0,0.36364,0.58824,0.52174,0.69565,0.0,0.0,0.0,0.0,0.34783,50.38696,0.52174,484.0,0.20721,0.44557,3.42688,0.48758,0.04949,0.28784,C23H16O12,PPAs,Polyphenol-like,POCs
20,20,12,0,0,1,0,CHOS,Lignin,11.0,-1.0,0.0,0.30769,0.6,1.0,0.0,0.0,0.0,0.0,0.3,51.75,0.6,484.0,0.14588,0.50699,3.36596,0.549,0.11085,0.34924,C20H20O12S,PUCs,Lignin-like,POCs
20,21,12,0,0,0,1,CHOP,Lignin,11.0,-1.0,0.0,0.30769,0.6,1.05,0.0,0.05,0.0,inf,-0.1,63.15,0.6,484.0,0.22319,0.42957,3.44276,0.47157,0.0335,0.27184,C20H21O12P,PUCs,Lignin-like,POCs
20,20,14,0,0,0,0,CHO,Tannin,11.0,-3.0,0.0,0.30769,0.7,1.0,0.0,0.0,0.0,0.0,0.4,48.9,0.7,484.0,0.20681,0.44597,3.42649,0.48798,0.04989,0.28824,C20H20O14,PUCs,Tannin-like,POCs
24,20,11,0,0,0,0,CHO,Lignin,15.0,4.0,0.30769,0.51351,0.45833,0.83333,0.0,0.0,0.0,0.0,0.08333,57.925,0.45833,484.0,0.16546,0.48738,3.38541,0.52939,0.09127,0.32964,C24H20O11,PPAs,Polyphenol-like,POCs
21,25,11,0,0,0,1,CHOP,Lignin,10.0,-1.0,0.0,0.24138,0.52381,1.19048,0.0,0.04762,0.0,inf,-0.38095,71.15714,0.52381,484.0,0.18144,0.47138,3.40128,0.51338,0.07527,0.31364,C21H25O11P,PUCs,Lignin-like,POCs
21,24,13,0,0,0,0,CHO,Lignin,10.0,-3.0,0.0,0.24138,0.61905,1.14286,0.0,0.0,0.0,0.0,0.09524,57.58571,0.61905,484.0,0.16506,0.48778,3.38501,0.52979,0.09167,0.33004,C21H24O13,PUCs,Lignin-like,POCs
25,24,10,0,0,0,0,CHO,Lignin,14.0,4.0,0.26667,0.45,0.4,0.96,0.0,0.0,0.0,0.0,-0.16,64.86,0.4,484.0,0.1237,0.52919,3.34393,0.5712,0.13304,0.37144,C25H24O10,PUCs,Lignin-like,POCs
22,29,10,0,0,0,1,CHOP,Lignin,9.0,-1.0,0.0,0.1875,0.45455,1.31818,0.0,0.04545,0.0,inf,-0.63636,78.43636,0.45455,484.0,0.13969,0.51319,3.35981,0.5552,0.11705,0.35544,C22H29O10P,PUCs,Lignin-like,POCs
25,31,2,1,1,1,2,CHONSP,UnsatHC,12.0,10.0,0.31579,0.35,0.08,1.24,0.04,0.08,0.5,2.0,-1.28,96.78,0.12,472.0,0.03479,0.60204,3.17575,0.64301,0.21564,0.44816,C(13)25H31O2NSP2,PUCs,H. unsat. phenolic-like,POCs
33,24,4,0,0,0,0,CHO,ConHC,22.0,18.0,0.62069,0.64516,0.12121,0.72727,0.0,0.0,0.0,0.0,-0.48485,74.11818,0.12121,484.0,0.041,0.61201,3.26178,0.65403,0.21579,0.45423,C33H24O4,PPAs,Polyphenol-like,POCs
26,28,9,0,0,0,0,CHO,Lignin,13.0,4.0,0.23529,0.39535,0.34615,1.07692,0.0,0.0,0.0,0.0,-0.38462,71.26154,0.34615,484.0,0.08195,0.571,3.30246,0.61302,0.17482,0.41323,C26H28O9,PUCs,Lignin-like,POCs
23,33,9,0,0,0,1,CHOP,Lignin,8.0,-1.0,0.0,0.14286,0.3913,1.43478,0.0,0.04348,0.0,inf,-0.86957,85.08261,0.3913,484.0,0.09793,0.555,3.31833,0.59701,0.15883,0.39723,C23H33O9P,PUCs,Lignin-like,Lipid
23,32,11,0,0,0,0,CHO,Lignin,8.0,-3.0,0.0,0.14286,0.47826,1.3913,0.0,0.0,0.0,0.0,-0.43478,72.6913,0.47826,484.0,0.08155,0.5714,3.30206,0.61342,0.17522,0.41363,C23H32O11,PUCs,Lignin-like,Lipid
24,37,8,0,0,0,1,CHOP,Protein,7.0,-1.0,0.0,0.10526,0.33333,1.54167,0.0,0.04167,0.0,inf,-1.08333,91.175,0.33333,484.0,0.05618,0.59681,3.27686,0.63882,0.2006,0.43903,C24H37O8P,UAAs,Aliphatic-like,Lipid
24,36,10,0,0,0,0,CHO,Protein,7.0,-3.0,0.0,0.10526,0.41667,1.5,0.0,0.0,0.0,0.0,-0.66667,79.3,0.41667,484.0,0.0398,0.61321,3.26059,0.65523,0.21699,0.45543,C24H36O10,UAAs,Aliphatic-like,Lipid
22,15,12,1,0,0,0,CHON,ConHC,16.0,4.0,0.33333,0.6,0.54545,0.68182,0.04545,0.0,inf,0.0,0.54545,44.75455,0.59091,485.0,0.21932,0.4348,3.44556,0.47689,0.03791,0.27675,C22H15O12N,PPAs,Polyphenol-like,Not Matched
19,21,12,0,1,0,1,CHOP,Lignin,10.0,-2.0,0.0,0.25,0.63158,1.10526,0.0,0.05263,0.0,inf,-0.10526,63.3,0.63158,473.0,0.2205,0.41742,3.36688,0.45847,0.03036,0.26328,C(13)19H21O12P,PUCs,Lignin-like,POCs
19,20,14,0,1,0,0,CHO,Tannin,10.0,-4.0,0.0,0.25,0.73684,1.05263,0.0,0.0,0.0,0.0,0.42105,48.3,0.73684,473.0,0.20412,0.43383,3.35061,0.47488,0.04675,0.27968,C(13)19H20O14,PUCs,Tannin-like,POCs
23,19,11,1,0,0,0,CHON,Lignin,15.0,4.0,0.27273,0.51515,0.47826,0.82609,0.04348,0.0,inf,0.0,0.26087,52.86522,0.52174,485.0,0.17756,0.47661,3.40409,0.5187,0.07969,0.31855,C23H19O11N,PPAs,Polyphenol-like,Not Matched
23,20,11,0,1,0,0,CHO,Lignin,14.0,3.0,0.25,0.48571,0.47826,0.86957,0.0,0.0,0.0,0.0,0.08696,57.82174,0.47826,473.0,0.16276,0.47524,3.30953,0.51629,0.08812,0.32108,C(13)23H20O11,PUCs,Lignin-like,POCs
20,25,11,0,1,0,1,CHOP,Lignin,9.0,-2.0,0.0,0.18519,0.55,1.25,0.0,0.05,0.0,inf,-0.4,71.7,0.55,473.0,0.17875,0.45923,3.3254,0.50028,0.07213,0.30508,C(13)20H25O11P,PUCs,Lignin-like,POCs
20,24,13,0,1,0,0,CHO,Lignin,9.0,-4.0,0.0,0.18519,0.65,1.2,0.0,0.0,0.0,0.0,0.1,57.45,0.65,473.0,0.16236,0.47564,3.30913,0.51669,0.08852,0.32148,C(13)20H24O13,PUCs,Lignin-like,POCs
21,29,10,0,1,0,1,CHOP,Lignin,8.0,-2.0,0.0,0.13333,0.47619,1.38095,0.0,0.04762,0.0,inf,-0.66667,79.3,0.47619,473.0,0.13699,0.50104,3.28393,0.5421,0.11391,0.34688,C(13)21H29O10P,PUCs,Lignin-like,Lipid
22,33,9,0,1,0,1,CHOP,Lignin,7.0,-2.0,0.0,0.09091,0.40909,1.5,0.0,0.04545,0.0,inf,-0.90909,86.20909,0.40909,473.0,0.09524,0.54285,3.24245,0.58391,0.15568,0.38867,C(13)22H33O9P,UAAs,Aliphatic-like,Lipid
22,32,11,0,1,0,0,CHO,Lignin,7.0,-4.0,0.0,0.09091,0.5,1.45455,0.0,0.0,0.0,0.0,-0.45455,73.25455,0.5,473.0,0.07886,0.55926,3.22618,0.60032,0.17207,0.40507,C(13)22H32O11,PUCs,Lignin-like,Lipid
23,37,8,0,1,0,1,CHOP,Protein,6.0,-2.0,0.0,0.05556,0.34783,1.6087,0.0,0.04348,0.0,inf,-1.13043,92.51739,0.34783,474.0,1.05349,0.41534,4.20098,0.37428,0.80254,0.56953,C(13)23H37O8P,UAAs,Aliphatic-like,Lipid
22,14,13,0,0,0,0,CHO,ConHC,16.0,3.0,0.33333,0.6129,0.59091,0.63636,0.0,0.0,0.0,0.0,0.54545,44.75455,0.59091,486.0,0.23562,0.41983,3.46841,0.462,0.02213,0.26146,C22H14O13,PPAs,Polyphenol-like,POCs
19,19,13,0,0,0,1,CHOP,Tannin,11.0,-2.0,0.0,0.30435,0.68421,1.0,0.0,0.05263,0.0,inf,0.10526,57.3,0.68421,486.0,0.2516,0.40383,3.48429,0.446,0.00614,0.24546,C19H19O13P,PUCs,Tannin-like,POCs
19,18,15,0,0,0,0,CHO,Tannin,11.0,-4.0,0.0,0.30435,0.78947,0.94737,0.0,0.0,0.0,0.0,0.63158,42.3,0.78947,486.0,0.23522,0.42023,3.46801,0.4624,0.02253,0.26186,C19H18O15,PUCs,Tannin-like,POCs
23,18,12,0,0,0,0,CHO,ConHC,15.0,3.0,0.27273,0.52941,0.52174,0.78261,0.0,0.0,0.0,0.0,0.26087,52.86522,0.52174,486.0,0.19386,0.46164,3.42693,0.50382,0.06391,0.30325,C23H18O12,PPAs,Polyphenol-like,POCs
20,23,12,0,0,0,1,CHOP,Lignin,10.0,-2.0,0.0,0.23077,0.6,1.15,0.0,0.05,0.0,inf,-0.2,66.0,0.6,486.0,0.20984,0.44564,3.44281,0.48781,0.04792,0.28725,C20H23O12P,PUCs,Lignin-like,POCs
20,22,14,0,0,0,0,CHO,Tannin,10.0,-4.0,0.0,0.23077,0.7,1.1,0.0,0.0,0.0,0.0,0.3,51.75,0.7,486.0,0.19346,0.46204,3.42654,0.50422,0.06431,0.30365,C20H22O14,PUCs,Tannin-like,POCs
31,18,6,0,0,0,0,CHO,ConHC,23.0,17.0,0.68,0.71429,0.19355,0.58065,0.0,0.0,0.0,0.0,-0.19355,65.81613,0.19355,486.0,0.11115,0.54446,3.34478,0.58664,0.14666,0.38604,C31H18O6,PAs,Cond. aromatic-like,POCs
24,22,11,0,0,0,0,CHO,Lignin,14.0,3.0,0.23077,0.45946,0.45833,0.91667,0.0,0.0,0.0,0.0,0.0,60.3,0.45833,486.0,0.15211,0.50345,3.38546,0.54563,0.10568,0.34505,C24H22O11,PUCs,Lignin-like,POCs
21,27,11,0,0,0,1,CHOP,Lignin,9.0,-2.0,0.0,0.17241,0.52381,1.28571,0.0,0.04762,0.0,inf,-0.47619,73.87143,0.52381,486.0,0.16809,0.48744,3.40133,0.52963,0.08969,0.32905,C21H27O11P,PUCs,Lignin-like,POCs
